signal_mean,background_mean,average_signal_events_per_slot,binary_ook_capacity_bits_per_slot_p_on_le_0p5,capacity_optimal_p_on,ook_ber,repetition5_ber_per_payload_bit,scheme,ber,raw_bits_per_slot,average_signal_events_per_raw_bit,error_metric,ppm_symbol_error,ppm_raw_bits_per_slot
0.01660825797108707,0.0,0.0020760322463858837,0.008787711566464795,0.36868596437368056,0.49176444939200065,0.4601565734194134,PPM-8,,0.375,0.005536085990362357,symbol-error probability,0.8605877864360012,0.375
0.018854069449450717,0.0,0.009427034724725359,0.009971877743498338,0.36879488641704916,0.49066127836764856,0.455018351531991,OOK,0.49066127836764856,1.0,0.009427034724725359,bit-error probability,,
0.018854069449450717,0.0,0.009427034724725359,0.009971877743498338,0.36879488641704916,0.49066127836764856,0.455018351531991,repeat-5,0.455018351531991,0.2,0.04713517362362679,bit-error probability,,
0.018854069449450717,0.0,0.004713517362362679,0.009971877743498338,0.36879488641704916,0.49066127836764856,0.455018351531991,PPM-4,,0.5,0.009427034724725359,symbol-error probability,0.7359919175514729,0.5
0.018854069449450717,0.0,0.0023567586811813397,0.009971877743498338,0.36879488641704916,0.49066127836764856,0.455018351531991,PPM-8,,0.375,0.006284689816483572,symbol-error probability,0.8586572371433849,0.375
0.02140356534824726,0.0,0.01070178267412363,0.01131497772592668,0.36891857584587834,0.48941193272826533,0.44925482767420527,OOK,0.48941193272826533,1.0,0.01070178267412363,bit-error probability,,
0.02140356534824726,0.0,0.01070178267412363,0.01131497772592668,0.36891857584587834,0.48941193272826533,0.44925482767420527,repeat-5,0.44925482767420527,0.2,0.05350891337061815,bit-error probability,,
0.02140356534824726,0.0,0.005350891337061815,0.01131497772592668,0.36891857584587834,0.48941193272826533,0.44925482767420527,PPM-4,,0.5,0.01070178267412363,symbol-error probability,0.734117899092398,0.5
0.02140356534824726,0.0,0.0026754456685309075,0.01131497772592668,0.36891857584587834,0.48941193272826533,0.44925482767420527,PPM-8,,0.375,0.0071345217827490865,symbol-error probability,0.8564708822744643,0.375
0.02429781065806129,0.0,0.012148905329030645,0.01283815896532763,0.3690588974515453,0.4879975023789514,0.4428003738550481,OOK,0.4879975023789514,1.0,0.012148905329030645,bit-error probability,,
0.02429781065806129,0.0,0.012148905329030645,0.01283815896532763,0.3690588974515453,0.4879975023789514,0.4428003738550481,repeat-5,0.4428003738550481,0.2,0.06074452664515322,bit-error probability,,
0.02429781065806129,0.0,0.006074452664515322,0.01283815896532763,0.3690588974515453,0.4879975023789514,0.4428003738550481,PPM-4,,0.5,0.012148905329030645,symbol-error probability,0.731996253568427,0.5
0.02429781065806129,0.0,0.003037226332257661,0.01283815896532763,0.3690588974515453,0.4879975023789514,0.4428003738550481,PPM-8,,0.375,0.008099270219353763,symbol-error probability,0.853995629163165,0.375
0.02758342328341773,0.0,0.013791711641708865,0.01456532931909163,0.36921815069133584,0.4863967627691604,0.43558544725930526,OOK,0.4863967627691604,1.0,0.013791711641708865,bit-error probability,,
0.02758342328341773,0.0,0.013791711641708865,0.01456532931909163,0.36921815069133584,0.4863967627691604,0.43558544725930526,repeat-5,0.43558544725930526,0.2,0.06895855820854432,bit-error probability,,
0.02758342328341773,0.0,0.006895855820854432,0.01456532931909163,0.36921815069133584,0.4863967627691604,0.43558544725930526,PPM-4,,0.5,0.013791711641708865,symbol-error probability,0.7295951441537407,0.5
0.02758342328341773,0.0,0.003447927910427216,0.01456532931909163,0.36921815069133584,0.4863967627691604,0.43558544725930526,PPM-8,,0.375,0.00919447442780591,symbol-error probability,0.8511943348460307,0.375
0.031313324922126906,0.0,0.015656662461063453,0.01652350172954879,0.3693988780014978,0.48458592990027094,0.42753727339817743,OOK,0.48458592990027094,1.0,0.015656662461063453,bit-error probability,,
0.031313324922126906,0.0,0.015656662461063453,0.01652350172954879,0.3693988780014978,0.48458592990027094,0.42753727339817743,repeat-5,0.42753727339817743,0.2,0.07828331230531727,bit-error probability,,
0.031313324922126906,0.0,0.007828331230531727,0.01652350172954879,0.3693988780014978,0.48458592990027094,0.42753727339817743,PPM-4,,0.5,0.015656662461063453,symbol-error probability,0.7268788948504064,0.5
0.031313324922126906,0.0,0.003914165615265863,0.01652350172954879,0.3693988780014978,0.48458592990027094,0.42753727339817743,PPM-8,,0.375,0.010437774974042302,symbol-error probability,0.8480253773254741,0.375
0.035547593480471075,0.0,0.017773796740235537,0.018743177282989697,0.3696039074975784,0.48253840088652405,0.4185808792106349,OOK,0.48253840088652405,1.0,0.017773796740235537,bit-error probability,,
0.035547593480471075,0.0,0.017773796740235537,0.018743177282989697,0.3696039074975784,0.48253840088652405,0.4185808792106349,repeat-5,0.4185808792106349,0.2,0.08886898370117768,bit-error probability,,
0.035547593480471075,0.0,0.008886898370117769,0.018743177282989697,0.3696039074975784,0.48253840088652405,0.4185808792106349,PPM-4,,0.5,0.017773796740235537,symbol-error probability,0.7238076013297862,0.5
0.035547593480471075,0.0,0.004443449185058884,0.018743177282989697,0.3696039074975784,0.48253840088652405,0.4185808792106349,PPM-8,,0.375,0.011849197826823692,symbol-error probability,0.8444422015514171,0.375
0.04035443075417107,0.0,0.020177215377085535,0.021258769475625723,0.3698366157036978,0.48022448308370874,0.4086405605756631,OOK,0.48022448308370874,1.0,0.020177215377085535,bit-error probability,,
0.04035443075417107,0.0,0.020177215377085535,0.021258769475625723,0.3698366157036978,0.48022448308370874,0.4086405605756631,repeat-5,0.4086405605756631,0.2,0.10088607688542767,bit-error probability,,
0.04035443075417107,0.0,0.010088607688542767,0.021258769475625723,0.3698366157036978,0.48022448308370874,0.4086405605756631,PPM-4,,0.5,0.020177215377085535,symbol-error probability,0.7203367246255631,0.5
0.04035443075417107,0.0,0.005044303844271384,0.021258769475625723,0.3698366157036978,0.48022448308370874,0.4086405605756631,PPM-8,,0.375,0.013451476918057023,symbol-error probability,0.8403928453964903,0.375
0.04581126096166911,0.0,0.022905630480834556,0.024109072220199847,0.37010061776376385,0.47761111645187476,0.39764187697255365,OOK,0.47761111645187476,1.0,0.022905630480834556,bit-error probability,,
0.04581126096166911,0.0,0.022905630480834556,0.024109072220199847,0.37010061776376385,0.47761111645187476,0.39764187697255365,repeat-5,0.39764187697255365,0.2,0.11452815240417277,bit-error probability,,
0.04581126096166911,0.0,0.011452815240417278,0.024109072220199847,0.37010061776376385,0.47761111645187476,0.39764187697255365,PPM-4,,0.5,0.022905630480834556,symbol-error probability,0.7164166746778122,0.5
0.04581126096166911,0.0,0.005726407620208639,0.024109072220199847,0.37010061776376385,0.47761111645187476,0.39764187697255365,PPM-8,,0.375,0.015270420320556371,symbol-error probability,0.8358194537907808,0.375
0.052005977823915354,0.0,0.026002988911957677,0.027337773602327444,0.3704000962642948,0.4746615959695238,0.3855142700474641,OOK,0.4746615959695238,1.0,0.026002988911957677,bit-error probability,,
0.052005977823915354,0.0,0.026002988911957677,0.027337773602327444,0.3704000962642948,0.4746615959695238,0.3855142700474641,repeat-5,0.3855142700474641,0.2,0.13001494455978838,bit-error probability,,
0.052005977823915354,0.0,0.013001494455978839,0.027337773602327444,0.3704000962642948,0.4746615959695238,0.3855142700474641,PPM-4,,0.5,0.026002988911957677,symbol-error probability,0.7119923939542858,0.5
0.052005977823915354,0.0,0.006500747227989419,0.027337773602327444,0.3704000962642948,0.4746615959695238,0.3855142700474641,PPM-8,,0.375,0.01733532594130512,symbol-error probability,0.8306577929466668,0.375
0.05903836027749967,0.0,0.029519180138749834,0.03099401655490431,0.37073984667936183,0.4713353036787134,0.37219439948417543,OOK,0.4713353036787134,1.0,0.029519180138749834,bit-error probability,,
0.05903836027749967,0.0,0.029519180138749834,0.03099401655490431,0.37073984667936183,0.4713353036787134,0.37219439948417543,repeat-5,0.37219439948417543,0.2,0.14759590069374917,bit-error probability,,
0.05903836027749967,0.0,0.014759590069374917,0.03099401655490431,0.37073984667936183,0.4713353036787134,0.37219439948417543,PPM-4,,0.5,0.029519180138749834,symbol-error probability,0.7070029555180701,0.5
0.05903836027749967,0.0,0.007379795034687458,0.03099401655490431,0.37073984667936183,0.4713353036787134,0.37219439948417543,PPM-8,,0.375,0.019679453425833222,symbol-error probability,0.8248367814377485,0.375
0.06702167962416428,0.0,0.03351083981208214,0.03513300635140884,0.3711252001251674,0.46758746343803176,0.35763027462538066,OOK,0.46758746343803176,1.0,0.03351083981208214,bit-error probability,,
0.06702167962416428,0.0,0.03351083981208214,0.03513300635140884,0.3711252001251674,0.46758746343803176,0.35763027462538066,repeat-5,0.35763027462538066,0.2,0.1675541990604107,bit-error probability,,
0.06702167962416428,0.0,0.01675541990604107,0.03513300635140884,0.3711252001251674,0.46758746343803176,0.35763027462538066,PPM-4,,0.5,0.03351083981208214,symbol-error probability,0.7013811951570477,0.5
0.06702167962416428,0.0,0.008377709953020535,0.03513300635140884,0.3711252001251674,0.46758746343803176,0.35763027462538066,PPM-8,,0.375,0.022340559874721427,symbol-error probability,0.8182780610165555,0.375
0.07608452400321913,0.0,0.03804226200160957,0.03981666298092166,0.37156225165537843,0.463368935826996,0.341786228377717,OOK,0.463368935826996,1.0,0.03804226200160957,bit-error probability,,
0.07608452400321913,0.0,0.03804226200160957,0.03981666298092166,0.37156225165537843,0.463368935826996,0.341786228377717,repeat-5,0.341786228377717,0.2,0.19021131000804783,bit-error probability,,
0.07608452400321913,0.0,0.019021131000804783,0.03981666298092166,0.37156225165537843,0.463368935826996,0.341786228377717,PPM-4,,0.5,0.03804226200160957,symbol-error probability,0.6950534037404941,0.5
0.07608452400321913,0.0,0.009510565500402392,0.03981666298092166,0.37156225165537843,0.463368935826996,0.341786228377717,PPM-8,,0.375,0.025361508001073046,symbol-error probability,0.8108956376972429,0.375
0.08637286957382195,0.0,0.04318643478691098,0.045114313873705056,0.372057828755399,0.45862607601481936,0.32464872464698613,OOK,0.45862607601481936,1.0,0.04318643478691098,bit-error probability,,
0.08637286957382195,0.0,0.04318643478691098,0.045114313873705056,0.372057828755399,0.45862607601481936,0.32464872464698613,repeat-5,0.32464872464698613,0.2,0.21593217393455488,bit-error probability,,
0.08637286957382195,0.0,0.02159321739345549,0.045114313873705056,0.372057828755399,0.45862607601481936,0.32464872464698613,PPM-4,,0.5,0.04318643478691098,symbol-error probability,0.6879391140222291,0.5
0.08637286957382195,0.0,0.010796608696727744,0.045114313873705056,0.372057828755399,0.45862607601481936,0.32464872464698613,PPM-8,,0.375,0.02879095652460732,symbol-error probability,0.8025956330259338,0.375
0.0980524317678694,0.0,0.0490262158839347,0.05110341885830483,0.3726196465489317,0.45330068389763417,0.3062329049050948,OOK,0.45330068389763417,1.0,0.0490262158839347,bit-error probability,,
0.0980524317678694,0.0,0.0490262158839347,0.05110341885830483,0.3726196465489317,0.45330068389763417,0.3062329049050948,repeat-5,0.3062329049050948,0.2,0.2451310794196735,bit-error probability,,
0.0980524317678694,0.0,0.02451310794196735,0.05110341885830483,0.3726196465489317,0.45330068389763417,0.3062329049050948,PPM-4,,0.5,0.0490262158839347,symbol-error probability,0.6799510258464512,0.5
0.0980524317678694,0.0,0.012256553970983675,0.05110341885830483,0.3726196465489317,0.45330068389763417,0.3062329049050948,PPM-8,,0.375,0.032684143922623136,symbol-error probability,0.7932761968208597,0.375
0.11131133448536708,0.0,0.05565566724268354,0.057870314346182866,0.3732565748207259,0.44733008350126435,0.2865896569649663,OOK,0.44733008350126435,1.0,0.05565566724268354,bit-error probability,,
0.11131133448536708,0.0,0.05565566724268354,0.057870314346182866,0.3732565748207259,0.44733008350126435,0.2865896569649663,repeat-5,0.2865896569649663,0.2,0.2782783362134177,bit-error probability,,
0.11131133448536708,0.0,0.02782783362134177,0.057870314346182866,0.3732565748207259,0.44733008350126435,0.2865896569649663,PPM-4,,0.5,0.05565566724268354,symbol-error probability,0.6709951252518966,0.5
0.11131133448536708,0.0,0.013913916810670885,0.057870314346182866,0.3732565748207259,0.44733008350126435,0.2865896569649663,PPM-8,,0.375,0.037103778161789024,symbol-error probability,0.7828276461272127,0.375
0.12636314022528294,0.0,0.06318157011264147,0.065510957174852,0.37397830678045213,0.44064737754597216,0.2658128254296383,OOK,0.44064737754597216,1.0,0.06318157011264147,bit-error probability,,
0.12636314022528294,0.0,0.06318157011264147,0.065510957174852,0.37397830678045213,0.44064737754597216,0.2658128254296383,repeat-5,0.2658128254296383,0.2,0.31590785056320736,bit-error probability,,
0.12636314022528294,0.0,0.031590785056320736,0.065510957174852,0.37397830678045213,0.44064737754597216,0.2658128254296383,PPM-4,,0.5,0.06318157011264147,symbol-error probability,0.6609710663189583,0.5
0.12636314022528294,0.0,0.015795392528160368,0.065510957174852,0.37397830678045213,0.44064737754597216,0.2658128254296383,PPM-8,,0.375,0.04212104674176098,symbol-error probability,0.7711329107054513,0.375
0.14345028995850928,0.0,0.07172514497925464,0.07413163981609236,0.37479606118878256,0.4331819330502808,0.24404597962577335,OOK,0.4331819330502808,1.0,0.07172514497925464,bit-error probability,,
0.14345028995850928,0.0,0.07172514497925464,0.07413163981609236,0.37479606118878256,0.4331819330502808,0.24404597962577335,repeat-5,0.24404597962577335,0.2,0.3586257248962732,bit-error probability,,
0.14345028995850928,0.0,0.03586257248962732,0.07413163981609236,0.37479606118878256,0.4331819330502808,0.24404597962577335,PPM-4,,0.5,0.07172514497925464,symbol-error probability,0.6497728995754213,0.5
