chord_km,detector_kt,neutrino_carried_on_symbol_MW,idealized_required_on_symbol_s,neutrino_propagation_ms,ideal_shortest_surface_fiber_ms,ideal_fiber_advantage_ms
5000,10,10,2.440090677,16.678205,25.154795,8.47659
5000,10,100,0.244009068,16.678205,25.154795,8.47659
5000,10,1000,0.024400907,16.678205,25.154795,8.47659
5000,10,3000,0.008133636,16.678205,25.154795,8.47659
5000,10,10000,0.002440091,16.678205,25.154795,8.47659
5000,10,30000,0.000813364,16.678205,25.154795,8.47659
